Time,Latitude,Longitude,Range,CorrectedRange,LLH,CorrectedLLH,OrthometricHeight
670796424.3862405,52.415178999999995,13.642081,810302.9644,810300.5865,62.2620,62.2041,22.4152
670796424.4356735,52.418026999999995,13.640696,810301.3313,810298.9533,64.5163,64.4584,24.6772
673129228.2894075,52.403634999999994,13.650915,810448.1306,810445.7195,71.4847,71.5430,31.7268
673129228.3388402,52.406482999999994,13.649531,810449.0924,810446.6812,71.1545,71.2127,31.4043
673129228.388299,52.409333,13.648145999999999,810448.1096,810445.6983,72.7693,72.8275,33.0267
673129228.4377322,52.412181,13.646761999999999,810447.8569,810445.4456,73.6534,73.7116,33.9185
673129228.4871657,52.415029,13.645378,810447.3969,810444.9855,74.7450,74.8032,35.0177
673129228.5366116,52.417877999999995,13.643994,810455.1564,810452.7450,67.6172,67.6754,27.8977
673129228.5860577,52.420727,13.642609,810452.9837,810450.5722,70.4216,70.4798,30.7097
675462028.2999914,52.405558,13.658253,810665.1949,810662.7586,71.8011,71.9216,32.1206
675462028.3494496,52.408407999999994,13.656868999999999,810668.1955,810665.7591,69.4250,69.5455,29.7521
675462028.3989208,52.411258,13.655484,810668.9433,810666.5067,69.3020,69.4224,29.6367
675462028.4483795,52.414106999999994,13.654098999999999,810669.5330,810667.0963,69.3368,69.4572,29.6792
675462028.4978385,52.416957,13.652714999999999,810673.5583,810671.1215,65.9360,66.0564,26.2860
675462028.5472972,52.419805999999994,13.65133,810675.3199,810672.8830,64.7989,64.9193,25.1566
675462028.596756,52.422655,13.649944999999999,810668.9454,810666.5084,71.7979,71.9183,32.1632
677794829.8939424,52.404596,13.653449,810574.5928,810572.0813,71.0592,71.1670,31.3572
677794829.943388,52.407444,13.652064999999999,810575.9411,810573.4296,70.3227,70.4305,30.6284
677794829.9928463,52.410294,13.65068,810576.7958,810574.2844,70.0798,70.1876,30.3934
677794830.0422926,52.413143,13.649296,810577.2786,810574.7672,70.2088,70.3166,30.5299
677794830.0917382,52.415991999999996,13.647912,810579.1099,810576.5985,68.9893,69.0971,29.3180
677794830.1412091,52.418842,13.646526999999999,810581.7813,810579.2699,66.9299,67.0377,27.2661
677794830.1906545,52.42169,13.645142,810583.9462,810581.4348,65.3767,65.4845,25.7205
